CUSTOMERID,LASTNAME,FIRSTNAME,GENDER,REGIONID,ID,NAME,COUNTY,STATE_CODE,STATE_CODE,STATE,REGION,ID,ID,CUSTOMERID,BROKERID,PRODUCTID,COMPLAINSTATUSID
1750684,Lori,Murphy,FEMALE,243,243,Bridgeport,Fairfield County,CT,CT,Connecticut,Northeast,6,6296,1750684,9853,75,9
105498,Michael,Morrison,MALE,397,397,Bloomington City,McLean County,IL,IL,Illinois,Midwest,14,6297,105498,2007,52,9
1800296,Larry,Taylor,MALE,602,602,Southfield,Oakland County,MI,MI,Michigan,Midwest,22,6298,1800296,10983,70,9
2435703,Carl,Powell,MALE,437,437,Northfield (Township),Cook County,IL,IL,Illinois,Midwest,14,6299,2435703,73,24,9
510186,Shirley,Ramos,FEMALE,190,190,Santa Maria,Santa Barbara County,CA,CA,California,West,4,6300,510186,11001,20,9
1869548,Gerald,Ward,MALE,848,848,Franklin,Williamson County,TN,TN,Tennessee,South,42,6301,1869548,9622,41,9
1722143,Christina,Fox,FEMALE,491,491,Indianapolis,Marion County.,IN,IN,Indiana,Midwest,15,6302,1722143,11217,23,9
2038779,Ralph,Jones,MALE,322,322,Palm Bay,Brevard County,FL,FL,Florida,South,9,6303,2038779,10693,34,9
305594,Emily,Cunningham,FEMALE,894,894,Lubbock,Lubbock County,TX,TX,Texas,South,43,6304,305594,2208,12,9
542944,Juan,Fowler,MALE,488,488,Greenwood,Johnson County,IN,IN,Indiana,Midwest,15,6305,542944,10618,20,9
566357,Amy,Kelly,FEMALE,149,149,Pasadena,Los Angeles County,CA,CA,California,West,4,6306,566357,11066,13,9
513997,Joseph,Boyd,MALE,335,335,Port St. Lucie,St. Lucie County,FL,FL,Florida,South,9,6307,513997,9856,73,9
1910760,Susan,Morris,FEMALE,447,447,Peoria,Peoria County,IL,IL,Illinois,Midwest,14,6308,1910760,11146,41,9
1897274,Debra,Morgan,FEMALE,930,930,Orem,Utah County,UT,UT,Utah,West,44,6309,1897274,911,55,9
677340,Jack,Ramirez,MALE,239,239,Loveland,Larimer County,CO,CO,Colorado,West,5,6310,677340,991,17,9
24051,Joyce,Young,FEMALE,315,315,Miami Beach,Miami-Dade County,FL,FL,Florida,South,9,6311,24051,10218,61,9
2313953,Lisa,Flores,FEMALE,30,30,Peoria,Maricopa County/Yavapai County,AZ,AZ,Arizona,West,3,6312,2313953,12027,25,9
2554557,Keith,Freeman,MALE,729,729,Sunrise Manor,Clark County,NV,NV,Nevada,West,33,6313,2554557,9440,57,9
465544,Nancy,Miller,FEMALE,836,836,Warwick,Kent County,RI,RI,Rhode Island,Northeast,39,6314,465544,12621,20,9
1700362,George,Meyer,MALE,807,807,Beaverton,Washington County,OR,OR,Oregon,West,37,6315,1700362,10802,44,9
429761,Michelle,Lane,FEMALE,502,502,Penn,St. Joseph County,IN,IN,Indiana,Midwest,15,6316,429761,12116,34,9
366269,Earl,Brooks,MALE,682,682,Clifton,Passaic County,NJ,NJ,New Jersey,Northeast,31,6317,366269,11916,6,9
2368397,Earl,Richards,MALE,202,202,Torrance,Los Angeles County,CA,CA,California,West,4,6318,2368397,10359,27,9
2057006,Jeffrey,Fuller,MALE,750,750,Islip,Suffolk County,NY,NY,New York,Northeast,34,6319,2057006,11213,14,9
356484,Jerry,Andrews,MALE,89,89,Fountain Valley,Orange County,CA,CA,California,West,4,6320,356484,11768,11,9
14433,Russell,Brooks,MALE,677,677,Nashua,Hillsborough County,NH,NH,New Hampshire,Northeast,30,6321,14433,9559,46,9
1815465,Martin,Castillo,MALE,562,562,Waltham,Middlesex County,MA,MA,Massachusetts,Northeast,19,6322,1815465,10639,16,9
1860408,Cynthia,Boyd,FEMALE,729,729,Sunrise Manor,Clark County,NV,NV,Nevada,West,33,6323,1860408,2671,42,9
622326,Matthew,Duncan,MALE,842,842,Rock Hill,York County,SC,SC,South Carolina,South,40,6324,622326,11140,34,9
1788370,Roger,Gonzales,MALE,217,217,Westminster,Orange County,CA,CA,California,West,4,6325,1788370,8891,57,9
548302,Jane,Howell,FEMALE,221,221,Yorba Linda,Orange County,CA,CA,California,West,4,6326,548302,8399,66,9
2270547,Scott,Graham,MALE,666,666,Rocky Mount,Edgecombe County/Nash County,NC,NC,North Carolina,South,27,6327,2270547,2117,56,9
63920,Amy,Washington,FEMALE,583,583,Canton,Wayne County,MI,MI,Michigan,Midwest,22,6328,63920,11272,76,9
420009,Larry,Hanson,MALE,290,290,Davie,Broward County,FL,FL,Florida,South,9,6329,420009,9892,17,9
357480,Mary,Taylor,FEMALE,703,703,Paterson,Passaic County,NJ,NJ,New Jersey,Northeast,31,6330,357480,11469,32,9
2440231,Edward,Mccoy,MALE,362,362,Roswell,Fulton County/Cobb County,GA,GA,Georgia,South,10,6331,2440231,11273,19,9
2180390,Walter,Williamson,MALE,605,605,Taylor,Wayne County,MI,MI,Michigan,Midwest,22,6332,2180390,10565,74,9
2057330,Walter,Carpenter,MALE,725,725,Paradise,Clark County,NV,NV,Nevada,West,33,6333,2057330,345,76,9
78459,Todd,Stevens,MALE,664,664,Jacksonville,Onslow County,NC,NC,North Carolina,South,27,6334,78459,2538,33,9
1861619,Alice,Mason,FEMALE,670,670,Fargo,Cass County,ND,ND,North Dakota,Midwest,28,6335,1861619,8991,53,9
351248,Carol,Wallace,FEMALE,486,486,Franklin,Marion County,IN,IN,Indiana,Midwest,15,6336,351248,2531,33,9
325334,Ruth,Young,FEMALE,70,70,Cupertino,Santa Clara County,CA,CA,California,West,4,6337,325334,2378,28,9
2004845,Lois,Harrison,FEMALE,101,101,Hayward,Alameda County,CA,CA,California,West,4,6338,2004845,10834,6,9
793184,Wayne,Gomez,MALE,981,981,Appleton,Outagamie County/Calumet County/Winnebago County,WI,WI,Wisconsin,Midwest,47,6339,793184,9856,40,9
1755060,Ruby,Miller,FEMALE,133,133,Mountain View,Santa Clara County,CA,CA,California,West,4,6340,1755060,11286,65,9
1882557,Angela,Armstrong,FEMALE,492,492,Jeffersonville (Township),Clark County,IN,IN,Indiana,Midwest,15,6341,1882557,2316,50,9
623844,Carol,Bailey,FEMALE,80,80,Elk Grove,Sacramento County,CA,CA,California,West,4,6342,623844,11133,71,9
691715,George,Kelly,MALE,54,54,Carlsbad,San Diego County,CA,CA,California,West,4,6343,691715,2007,12,9
376611,Norma,Jones,FEMALE,386,386,Addison (Township),DuPage County,IL,IL,Illinois,Midwest,14,6344,376611,2178,58,9
1753742,Kevin,Watkins,MALE,186,186,Santa Barbara,Santa Barbara County,CA,CA,California,West,4,6345,1753742,909,52,9
2067890,Jose,Hamilton,MALE,157,157,Porterville,Tulare County,CA,CA,California,West,4,6346,2067890,12174,56,9
352751,Paula,Flores,FEMALE,93,93,Gardena,Los Angeles County,CA,CA,California,West,4,6347,352751,645,22,9
18,Christine,Bowman,FEMALE,245,245,Bristol,Hartford County,CT,CT,Connecticut,Northeast,6,6348,18,8385,71,9
1675007,Aaron,Snyder,MALE,450,450,Proviso,Cook County,IL,IL,Illinois,Midwest,14,6349,1675007,11277,64,9
2496117,Alan,Stephens,MALE,161,161,Redding,Shasta County,CA,CA,California,West,4,6350,2496117,10900,53,9
1913477,John,Long,MALE,424,424,Libertyville (Township),Lake County,IL,IL,Illinois,Midwest,14,6351,1913477,843,36,9
288838,Willie,Martinez,MALE,633,633,Columbia,Boone County,MO,MO,Missouri,Midwest,24,6352,288838,9361,35,9
1872176,Phyllis,Gibson,FEMALE,658,658,Fayetteville,Cumberland County,NC,NC,North Carolina,South,27,6353,1872176,12334,16,9
2056707,Howard,Harvey,MALE,398,398,Bolingbrook,Will County/DuPage County,IL,IL,Illinois,Midwest,14,6354,2056707,10235,56,9
618577,Aaron,Matthews,MALE,865,865,Brownsville,Cameron County,TX,TX,Texas,South,43,6355,618577,10900,73,9
1913074,William,Davis,MALE,621,621,Eden Prairie,Hennepin County,MN,MN,Minnesota,Midwest,23,6356,1913074,2208,35,9
470656,Alice,Davis,FEMALE,639,639,O'Fallon,St. Charles County,MO,MO,Missouri,Midwest,24,6357,470656,10749,13,9
607381,Jason,Riley,MALE,211,211,Victorville,San Bernardino County,CA,CA,California,West,4,6358,607381,8359,16,9
1887970,Brian,Rivera,MALE,846,846,Chattanooga,Hamilton County,TN,TN,Tennessee,South,42,6359,1887970,11179,55,9
62748,Jose,Franklin,MALE,832,832,Upper Darby,Delaware County,PA,PA,Pennsylvania,Northeast,38,6360,62748,1692,54,9
217216,Maria,Kelly,FEMALE,515,515,Wayne,Allen County,IN,IN,Indiana,Midwest,15,6361,217216,8385,71,9
2067695,Janice,Harper,FEMALE,137,137,Newport Beach,Orange County,CA,CA,California,West,4,6362,2067695,12428,61,9
197565,Brian,Tucker,MALE,583,583,Canton,Wayne County,MI,MI,Michigan,Midwest,22,6363,197565,12192,71,9
892141,Chris,Lewis,MALE,896,896,McAllen,Hidalgo County,TX,TX,Texas,South,43,6364,892141,2340,54,9
839867,Ruth,Nguyen,FEMALE,894,894,Lubbock,Lubbock County,TX,TX,Texas,South,43,6365,839867,10722,39,9
586290,Janice,Turner,FEMALE,926,926,Lehi,Utah County,UT,UT,Utah,West,44,6366,586290,10071,41,9
1812871,Helen,Bell,FEMALE,221,221,Yorba Linda,Orange County,CA,CA,California,West,4,6367,1812871,12475,22,9
656898,Sean,Watkins,MALE,405,405,Cicero (Township),Cook County,IL,IL,Illinois,Midwest,14,6368,656898,2178,71,9
2134985,Sandra,Long,FEMALE,598,598,Pontiac,Oakland County,MI,MI,Michigan,Midwest,22,6369,2134985,10720,6,9
2506282,Janice,Cruz,FEMALE,690,690,Howell,Monmouth County,NJ,NJ,New Jersey,Northeast,31,6370,2506282,10844,30,9
1787368,Donald,Matthews,MALE,177,177,San Diego,San Diego County,CA,CA,California,West,4,6371,1787368,11960,10,9
1700688,Raymond,Wood,MALE,172,172,Sacramento,Sacramento County,CA,CA,California,West,4,6372,1700688,1630,24,9
848207,Patrick,Bishop,MALE,626,626,Minnetonka,Hennepin County,MN,MN,Minnesota,Midwest,23,6373,848207,11796,22,9
684543,Mary,Stewart,FEMALE,402,402,Champaign City,Champaign County,IL,IL,Illinois,Midwest,14,6374,684543,1115,60,9
1919766,Elizabeth,Black,FEMALE,593,593,Kentwood,Kent County,MI,MI,Michigan,Midwest,22,6375,1919766,10379,23,9
888471,Thomas,Stanley,MALE,254,254,Hartford,Hartford County,CT,CT,Connecticut,Northeast,6,6376,888471,2477,12,9
532061,Walter,Lopez,MALE,897,897,McKinney,Collin County,TX,TX,Texas,South,43,6377,532061,1086,75,9
175016,Harry,Austin,MALE,610,610,Westland,Wayne County,MI,MI,Michigan,Midwest,22,6378,175016,300,33,9
41250,Jeremy,Williamson,MALE,434,434,Niles (Township),Cook County,IL,IL,Illinois,Midwest,14,6379,41250,12345,44,9
894204,Harry,Stephens,MALE,797,797,Edmond,Oklahoma County,OK,OK,Oklahoma,South,36,6380,894204,10327,74,9
23702,Stephanie,Green,FEMALE,562,562,Waltham,Middlesex County,MA,MA,Massachusetts,Northeast,19,6381,23702,10071,9,9
1851571,Shirley,Stephens,FEMALE,726,726,Reno,Washoe County,NV,NV,Nevada,West,33,6382,1851571,801,48,9
131476,Keith,Reid,MALE,930,930,Orem,Utah County,UT,UT,Utah,West,44,6383,131476,9856,13,9
510436,Harry,Gonzales,MALE,674,674,Lincoln,Lancaster County,NE,NE,Nebraska,Midwest,29,6384,510436,10978,57,9
358332,Dorothy,Reyes,FEMALE,909,909,Plano,Collin County/Denton County,TX,TX,Texas,South,43,6385,358332,11077,11,9
2145493,George,Anderson,MALE,687,687,Gloucester,Camden County,NJ,NJ,New Jersey,Northeast,31,6386,2145493,10108,42,9
1765008,Donald,Morgan,MALE,356,356,Augusta,Richmond County,GA,GA,Georgia,South,10,6387,1765008,820,52,9
1830348,Andrew,Elliott,MALE,534,534,Lake Charles,Calcasieu Parish,LA,LA,Louisiana,South,18,6388,1830348,9901,51,9
2104598,Janet,Mccoy,FEMALE,190,190,Santa Maria,Santa Barbara County,CA,CA,California,West,4,6389,2104598,1879,18,9
2018925,Pamela,Bennett,FEMALE,40,40,Aliso Viejo,Orange County,CA,CA,California,West,4,6390,2018925,11916,69,9
825787,Kelly,Harris,FEMALE,217,217,Westminster,Orange County,CA,CA,California,West,4,6391,825787,10217,4,9
1791353,Teresa,Lynch,FEMALE,405,405,Cicero (Township),Cook County,IL,IL,Illinois,Midwest,14,6392,1791353,11182,51,9
1836672,Christina,Reed,FEMALE,313,313,Melbourne,Brevard County,FL,FL,Florida,South,9,6393,1836672,9419,10,9
2018531,John,Gonzalez,MALE,847,847,Clarksville,Montgomery County,TN,TN,Tennessee,South,42,6394,2018531,2124,60,9
895594,Terry,Moore,MALE,259,259,Milford,New Haven County,CT,CT,Connecticut,Northeast,6,6395,895594,796,75,9
894019,Christopher,Webb,MALE,674,674,Lincoln,Lancaster County,NE,NE,Nebraska,Midwest,29,6396,894019,10172,40,9
2340861,Carlos,Ryan,MALE,235,235,Greeley,Weld County,CO,CO,Colorado,West,5,6397,2340861,11133,2,9
141702,Henry,Mitchell,MALE,804,804,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,OK,Oklahoma,South,36,6398,141702,11194,69,9
440022,Russell,Day,MALE,882,882,Garland,Rockwall County/Collin County/Dallas County,TX,TX,Texas,South,43,6399,440022,10984,30,9
1851821,Christopher,Peters,MALE,363,363,Sandy Springs,Fulton County,GA,GA,Georgia,South,10,6400,1851821,9601,10,9
666290,Lisa,Ramos,FEMALE,35,35,Tempe,Maricopa County,AZ,AZ,Arizona,West,3,6401,666290,10967,64,9
491358,Heather,Ferguson,FEMALE,110,110,Jurupa Valley,Riverside County,CA,CA,California,West,4,6402,491358,11151,71,9
2201801,Patrick,Gray,MALE,942,942,Chesapeake,Chesapeake city,VA,VA,Virginia,South,45,6403,2201801,2637,32,9
363858,Heather,Fisher,FEMALE,282,282,Boynton Beach,Palm Beach County,FL,FL,Florida,South,9,6404,363858,10900,1,9
547695,Annie,Ramos,FEMALE,418,418,Grafton,McHenry County,IL,IL,Illinois,Midwest,14,6405,547695,1229,40,9
428116,Adam,Simmons,MALE,342,342,Tallahassee,Leon County,FL,FL,Florida,South,9,6406,428116,8917,6,9
2181339,James,Reynolds,MALE,124,124,Manteca,San Joaquin County,CA,CA,California,West,4,6407,2181339,1085,28,9
1982402,Kevin,Torres,MALE,416,416,Evanston (Township),Cook County,IL,IL,Illinois,Midwest,14,6408,1982402,8882,4,9
183846,Katherine,Rivera,FEMALE,151,151,Petaluma,Sonoma County,CA,CA,California,West,4,6409,183846,11171,77,9
634443,Patrick,Oliver,MALE,857,857,Abilene,Jones County/Taylor County,TX,TX,Texas,South,43,6410,634443,1873,11,9
442639,Louise,Cook,FEMALE,700,700,Old Bridge (Township),Middlesex County,NJ,NJ,New Jersey,Northeast,31,6411,442639,1303,5,9
315609,Christina,Bradley,FEMALE,976,976,Spokane,Spokane County,WA,WA,Washington,West,46,6412,315609,8820,44,9
312795,Jeremy,Adams,MALE,84,84,Fairfield,Solano County,CA,CA,California,West,4,6413,312795,9370,67,9
1901863,Kathryn,Griffin,FEMALE,916,916,San Marcos,Caldwell County/Hays County/Guadalupe County,TX,TX,Texas,South,43,6414,1901863,12024,36,9
796324,Gloria,Reyes,FEMALE,452,452,Rockford,Winnebago County/Ogle County,IL,IL,Illinois,Midwest,14,6415,796324,11715,35,9
1782376,Craig,Young,MALE,748,748,Irondequoit,Monroe County,NY,NY,New York,Northeast,34,6416,1782376,10587,41,9
691424,Kathryn,Watson,FEMALE,415,415,Evanston,Cook County,IL,IL,Illinois,Midwest,14,6417,691424,868,62,9
255606,Mildred,Wilson,FEMALE,277,277,Washington,District of Columbia,DC,DC,District of Columbia,South,7,6418,255606,11788,34,9
1761167,Douglas,Dean,MALE,958,958,Bellingham,Whatcom County,WA,WA,Washington,West,46,6419,1761167,8882,33,9
895750,George,Ray,MALE,366,366,Valdosta,Lowndes County,GA,GA,Georgia,South,10,6420,895750,8911,8,9
2032689,Patrick,Mccoy,MALE,119,119,Lodi,San Joaquin County,CA,CA,California,West,4,6421,2032689,2507,68,9
1659393,Jennifer,Hunt,FEMALE,623,623,Lakeville,Dakota County,MN,MN,Minnesota,Midwest,23,6422,1659393,11959,11,9
1856534,Sarah,Morgan,FEMALE,653,653,Cary,Chatham County/Wake County,NC,NC,North Carolina,South,27,6423,1856534,10050,69,9
1856629,Jessica,Hunter,FEMALE,255,255,Hartford (Town),Hartford County,CT,CT,Connecticut,Northeast,6,6424,1856629,9560,30,9
1887607,Roger,Murphy,MALE,787,787,Lorain,Lorain County,OH,OH,Ohio,Midwest,35,6425,1887607,11093,24,9
708704,Jack,Wells,MALE,519,519,Lenexa,Johnson County,KS,KS,Kansas,Midwest,16,6426,708704,2637,11,9
559455,Charles,Price,MALE,111,111,Laguna Niguel,Orange County,CA,CA,California,West,4,6427,559455,8120,5,9
889803,Ruby,Willis,FEMALE,652,652,Burlington,Alamance County/Guilford County,NC,NC,North Carolina,South,27,6428,889803,9051,36,9
2036916,Eric,Howell,MALE,737,737,Cheektowaga,Erie County,NY,NY,New York,Northeast,34,6429,2036916,11005,36,9
301332,Dorothy,Montgomery,FEMALE,845,845,Bartlett,Shelby County,TN,TN,Tennessee,South,42,6430,301332,7671,60,9
377951,Amanda,Wagner,FEMALE,733,733,Brentwood,Suffolk County,NY,NY,New York,Northeast,34,6431,377951,11768,11,9
391949,William,Thomas,MALE,518,518,Lawrence,Douglas County,KS,KS,Kansas,Midwest,16,6432,391949,496,49,9
886059,Helen,Campbell,FEMALE,403,403,Chicago,Cook County/DuPage County,IL,IL,Illinois,Midwest,14,6433,886059,10327,77,9
2054472,Carlos,Wells,MALE,811,811,Gresham,Multnomah County,OR,OR,Oregon,West,37,6434,2054472,10147,30,9
1807984,Shawn,Woods,MALE,498,498,New Albany (Township),Floyd County,IN,IN,Indiana,Midwest,15,6435,1807984,10030,3,9
182127,George,Mccoy,MALE,245,245,Bristol,Hartford County,CT,CT,Connecticut,Northeast,6,6436,182127,119,75,9
1854155,Arthur,Taylor,MALE,604,604,Sterling Heights,Macomb County,MI,MI,Michigan,Midwest,22,6437,1854155,2124,20,9
1876144,Karen,Fuller,FEMALE,722,722,Henderson,Clark County,NV,NV,Nevada,West,33,6438,1876144,10900,8,9
858916,Albert,Fernandez,MALE,803,803,Oklahoma City,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,OK,OK,Oklahoma,South,36,6439,858916,10235,38,9
341827,Joshua,Howard,MALE,804,804,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,OK,OK,Oklahoma,South,36,6440,341827,9206,77,9
2198214,Patrick,Smith,MALE,842,842,Rock Hill,York County,SC,SC,South Carolina,South,40,6441,2198214,9824,13,9
2057328,Tammy,Ward,FEMALE,50,50,Brentwood,Contra Costa County,CA,CA,California,West,4,6442,2057328,2532,49,9
2225349,Jimmy,Johnston,MALE,506,506,Pleasant,Johnson County,IN,IN,Indiana,Midwest,15,6443,2225349,9000,33,9
1796141,Gerald,Duncan,MALE,708,708,Toms River (Township),Ocean County,NJ,NJ,New Jersey,Northeast,31,6448,1796141,11029,65,9
601510,Sean,Gilbert,MALE,747,747,Huntington,Suffolk County,NY,NY,New York,Northeast,34,6449,601510,10360,76,9
8026,Johnny,Franklin,MALE,956,956,Auburn,King County/Pierce County,WA,WA,Washington,West,46,6450,8026,8399,36,9
819386,Ralph,Roberts,MALE,912,912,Round Rock,Williamson County/Travis County,TX,TX,Texas,South,43,6451,819386,11003,37,9
156392,Douglas,Alvarez,MALE,341,341,Sunrise,Broward County,FL,FL,Florida,South,9,6452,156392,1702,29,9
253955,Lillian,Kelley,FEMALE,356,356,Augusta,Richmond County,GA,GA,Georgia,South,10,6453,253955,125,44,9
2059231,Kelly,Ortiz,FEMALE,312,312,Margate,Broward County,FL,FL,Florida,South,9,6454,2059231,865,16,9
891140,Martha,Campbell,FEMALE,298,298,Fountainebleau,Miami-Dade County,FL,FL,Florida,South,9,6455,891140,9901,65,9
2084041,Kevin,Patterson,MALE,855,855,Murfreesboro,Rutherford County,TN,TN,Tennessee,South,42,6456,2084041,2648,64,9
895589,Bobby,Wagner,MALE,201,201,Thousand Oaks,Ventura County,CA,CA,California,West,4,6457,895589,1079,74,9
415012,Ernest,Ford,MALE,317,317,Miramar,Broward County,FL,FL,Florida,South,9,6458,415012,922,20,9
302023,Willie,Owens,MALE,113,113,Lake Elsinore,Riverside County,CA,CA,California,West,4,6459,302023,300,28,9
743005,Carl,Larson,MALE,432,432,Naperville (Township),DuPage County,IL,IL,Illinois,Midwest,14,6460,743005,581,32,9
512342,Bobby,Lawrence,MALE,85,85,Florence-Graham,Los Angeles County,CA,CA,California,West,4,6461,512342,11069,66,9
2080283,Roy,Harrison,MALE,37,37,Yuma,Yuma County,AZ,AZ,Arizona,West,3,6462,2080283,12367,55,9
1853665,Gary,Stanley,MALE,37,37,Yuma,Yuma County,AZ,AZ,Arizona,West,3,6463,1853665,1115,68,9
2342116,Bonnie,Kennedy,FEMALE,617,617,Burnsville,Dakota County,MN,MN,Minnesota,Midwest,23,6464,2342116,125,43,9
707503,Judith,Garcia,FEMALE,220,220,Woodland,Yolo County,CA,CA,California,West,4,6465,707503,11822,55,9
594287,Ronald,Collins,MALE,809,809,Corvallis,Benton County,OR,OR,Oregon,West,37,6466,594287,1202,36,9
332361,Steven,Davis,MALE,673,673,Grand Island,Hall County,NE,NE,Nebraska,Midwest,29,6467,332361,12120,55,9
2378737,Marie,Matthews,FEMALE,33,33,Scottsdale,Maricopa County,AZ,AZ,Arizona,West,3,6468,2378737,1548,74,9
233412,Tina,Carroll,FEMALE,759,759,Queens,Queens County,NY,NY,New York,Northeast,34,6469,233412,11482,77,9
2303485,Stephanie,Scott,FEMALE,399,399,Bremen,Cook County,IL,IL,Illinois,Midwest,14,6470,2303485,10668,48,9
2010966,Benjamin,Rodriguez,MALE,970,970,Renton,King County,WA,WA,Washington,West,46,6471,2010966,10030,50,9
1919810,Gregory,Baker,MALE,177,177,San Diego,San Diego County,CA,CA,California,West,4,6472,1919810,10563,14,9
12349,Elizabeth,Foster,FEMALE,595,595,Livonia,Wayne County,MI,MI,Michigan,Midwest,22,6473,12349,11099,32,9
1808357,Clarence,Alvarez,MALE,97,97,Glendora,Los Angeles County,CA,CA,California,West,4,6474,1808357,597,11,9
14021,Bruce,Richardson,MALE,672,672,Bellevue,Sarpy County,NE,NE,Nebraska,Midwest,29,6475,14021,2696,67,9
1860802,Julia,Brooks,FEMALE,172,172,Sacramento,Sacramento County,CA,CA,California,West,4,6476,1860802,11148,38,9
1834259,Teresa,Flores,FEMALE,791,791,Springfield,Clark County,OH,OH,Ohio,Midwest,35,6477,1834259,9001,70,9
2079541,Paul,Palmer,MALE,337,337,Sanford,Seminole County,FL,FL,Florida,South,9,6478,2079541,12358,55,9
561527,Christina,Hawkins,FEMALE,651,651,Asheville,Buncombe County,NC,NC,North Carolina,South,27,6479,561527,10637,25,9
541914,Ryan,Roberts,MALE,904,904,Odessa,Midland County/Ector County,TX,TX,Texas,South,43,6480,541914,11904,58,9
2144492,Chris,Long,MALE,561,561,Taunton,Bristol County,MA,MA,Massachusetts,Northeast,19,6481,2144492,11978,26,9
489921,Bobby,Hall,MALE,313,313,Melbourne,Brevard County,FL,FL,Florida,South,9,6482,489921,879,72,9
1920361,Sara,Palmer,FEMALE,77,77,East Los Angeles,Los Angeles County,CA,CA,California,West,4,6483,1920361,187,30,9
2106262,Keith,Cook,MALE,109,109,Irvine,Orange County,CA,CA,California,West,4,6484,2106262,8066,62,9
804740,Roger,Wells,MALE,563,563,Weymouth Town,Norfolk County,MA,MA,Massachusetts,Northeast,19,6485,804740,8840,70,9
441801,Cynthia,Frazier,FEMALE,951,951,Reston,Fairfax County,VA,VA,Virginia,South,45,6486,441801,836,47,9
879453,Lillian,Parker,FEMALE,286,286,Clearwater,Pinellas County,FL,FL,Florida,South,9,6487,879453,865,43,9
411316,Christine,Phillips,FEMALE,132,132,Moreno Valley,Riverside County,CA,CA,California,West,4,6488,411316,11151,64,9
633481,Susan,Flores,FEMALE,73,73,Delano,Kern County,CA,CA,California,West,4,6489,633481,9715,31,9
1885479,Jack,Robertson,MALE,14,14,Little Rock,Pulaski County,AR,AR,Arkansas,South,2,6490,1885479,11840,41,9
1659266,Phyllis,Stewart,FEMALE,813,813,Medford,Jackson County,OR,OR,Oregon,West,37,6491,1659266,11031,50,9
1877657,Bobby,Chapman,MALE,274,274,West Hartford (CDP),Hartford County,CT,CT,Connecticut,Northeast,6,6492,1877657,8887,21,9
318894,Jesse,Murphy,MALE,753,753,Mount Vernon,Westchester County,NY,NY,New York,Northeast,34,6493,318894,10987,11,9
891833,Wayne,Carter,MALE,898,898,Mesquite,Kaufman County/Dallas County,TX,TX,Texas,South,43,6494,891833,12066,19,9
2034453,Shirley,Hayes,FEMALE,86,86,Florin,Sacramento County,CA,CA,California,West,4,6495,2034453,12133,2,9
1617058,Billy,Chavez,MALE,579,579,Waldorf,Charles County,MD,MD,Maryland,South,20,6496,1617058,2129,64,9
107768,Ernest,Morgan,MALE,716,716,Albuquerque,Bernalillo County,NM,NM,New Mexico,West,32,6497,107768,1999,53,9
630387,Victor,Knight,MALE,236,236,Highlands Ranch,Douglas County,CO,CO,Colorado,West,5,6498,630387,11217,19,9
2039169,Billy,Meyer,MALE,630,630,St. Paul,Ramsey County,MN,MN,Minnesota,Midwest,23,6499,2039169,2500,20,9
2447025,Ruth,Hicks,FEMALE,18,18,Avondale,Maricopa County,AZ,AZ,Arizona,West,3,6500,2447025,2230,46,9
477868,Jessica,West,FEMALE,669,669,Bismarck,Burleigh County,ND,ND,North Dakota,Midwest,28,6501,477868,10639,17,9
2313953,Lisa,Flores,FEMALE,30,30,Peoria,Maricopa County/Yavapai County,AZ,AZ,Arizona,West,3,6502,2313953,10739,30,9
1814075,Sharon,Hunt,FEMALE,775,775,Beavercreek (Township),Greene County,OH,OH,Ohio,Midwest,35,6503,1814075,909,71,9
1894289,Thomas,Henderson,MALE,355,355,Atlanta,DeKalb County/Fulton County,GA,GA,Georgia,South,10,6504,1894289,10737,55,9
1877150,VALU,,,71,71,Daly City,San Mateo County,CA,CA,California,West,4,6505,1877150,1352,70,9
1856270,Fred,Evans,MALE,964,964,Kirkland,King County,WA,WA,Washington,West,46,6506,1856270,8996,36,9
572721,Sara,Hicks,FEMALE,330,330,Plantation,Broward County,FL,FL,Florida,South,9,6507,572721,9729,47,9
667835,Albert,Cooper,MALE,240,240,Pueblo,Pueblo County,CO,CO,Colorado,West,5,6508,667835,2637,7,9
357170,Marie,Nichols,FEMALE,888,888,Irving,Dallas County,TX,TX,Texas,South,43,6509,357170,2531,47,9
1843744,Jean,Kelley,FEMALE,409,409,Downers Grove (Township),DuPage County,IL,IL,Illinois,Midwest,14,6510,1843744,300,11,9
890010,Andrea,Adams,FEMALE,820,820,Bensalem,Bucks County,PA,PA,Pennsylvania,Northeast,38,6511,890010,10112,32,9
2010953,Steven,Snyder,MALE,889,889,Killeen,Bell County,TX,TX,Texas,South,43,6512,2010953,518,29,9
585343,Martha,Hanson,FEMALE,511,511,Terre Haute,Vigo County,IN,IN,Indiana,Midwest,15,6513,585343,11217,69,9
474434,Benjamin,Bell,MALE,634,634,Florissant,St. Louis County,MO,MO,Missouri,Midwest,24,6514,474434,12476,9,9
201253,Jennifer,Stewart,FEMALE,899,899,Midland,Martin County/Midland County,TX,TX,Texas,South,43,6515,201253,11072,27,9
2155317,Cheryl,Reynolds,FEMALE,716,716,Albuquerque,Bernalillo County,NM,NM,New Mexico,West,32,6516,2155317,10031,23,9
